Province,District_Name,Crop_Year,Season,Crop,Area,Production
Matabeleland North,Tsholotsho,2001,Cold,Watermelons,391,14085
Matabeleland North,Tsholotsho,2001,Cold,Tomatoes,261,5947
Matabeleland North,Tsholotsho,2001,Cold,Cabbage,194,18596
Matabeleland North,Tsholotsho,2001,Cold,Peppers,120,4733
Matabeleland North,Tsholotsho,2001,Cold,Okra,23,11554
Matabeleland North,Tsholotsho,2001,Cold,Cucumbers,175,4740
Matabeleland North,Tsholotsho,2001,Cold,Wheat,56,3460
Matabeleland North,Tsholotsho,2001,Cold,Barley,347,8743
Matabeleland North,Tsholotsho,2001,Cold,Oats,87,6381
Matabeleland North,Tsholotsho,2001,Cold,Rye,152,7961
Matabeleland North,Tsholotsho,2001,Cold,Mustard greens,479,7575
Matabeleland North,Tsholotsho,2001,Cold,Spinach,381,3933
Matabeleland North,Tsholotsho,2001,Cold,Kale,54,4494
Matabeleland North,Tsholotsho,2001,Cold,Carrots,493,10472
Matabeleland North,Tsholotsho,2001,Cold,Beets,475,2433
Matabeleland North,Tsholotsho,2001,Cold,Broccoli,379,16022
Matabeleland North,Tsholotsho,2001,Cold,Cauliflower,451,8588
Matabeleland North,Tsholotsho,2001,Cold,Cabbage,49,2559
Matabeleland North,Tsholotsho,2001,Cold,Onions,496,3891
Matabeleland North,Tsholotsho,2001,Cold,Garlic,41,21172
Matabeleland North,Tsholotsho,2001,Cold,Peas,59,5959
Matabeleland North,Tsholotsho,2001,Cold,Radishes,136,24686
Matabeleland North,Tsholotsho,2001,Cold,Kale,461,12328
Matabeleland North,Tsholotsho,2001,Cold,Spinach,435,12262
Matabeleland North,Tsholotsho,2001,Cold,Lettuce,176,11658
Matabeleland North,Tsholotsho,2001,Cold,Broccoli,288,20729
Matabeleland North,Tsholotsho,2001,Cold,Cauliflower,224,1568
Matabeleland North,Tsholotsho,2001,Cold,Cabbage,376,5431
Matabeleland North,Tsholotsho,2001,Cold,Carrots,61,15723
Matabeleland North,Tsholotsho,2001,Cold,Beets,197,23020
Matabeleland North,Tsholotsho,2001,Cold,Peas,94,18902
Matabeleland North,Tsholotsho,2001,Cold,Radishes,308,16644
Matabeleland North,Tsholotsho,2001,Cold,Sweet potatoes,412,8043
Matabeleland North,Tsholotsho,2001,Cold,Watermelons,86,21443
Matabeleland North,Tsholotsho,2001,Cold,Tomatoes,331,22162
Matabeleland North,Tsholotsho,2001,Cold,Peppers,451,6426
Matabeleland North,Tsholotsho,2001,Cold,Okra,338,20539
Matabeleland North,Tsholotsho,2001,Cold,Cucumbers,463,21089
Matabeleland North,Tsholotsho,2001,Cold,Eggplant,201,22858
Matabeleland North,Tsholotsho,2001,Cold,Pumpkins,285,12335
Matabeleland North,Tsholotsho,2001,Cold,Squash,4,11936
Matabeleland North,Tsholotsho,2001,Cold,Melons,223,3161
Matabeleland North,Tsholotsho,2001,Cold,Maize ,61,4144
Matabeleland North,Tsholotsho,2001,Cold,Soybeans,185,1620
Matabeleland North,Tsholotsho,2001,Cold,Groundnuts (Peanuts),469,22003
Matabeleland North,Tsholotsho,2001,Cold,Cowpeas,285,6704
Matabeleland North,Tsholotsho,2001,Hot,Sunflower,255,4612
Matabeleland North,Tsholotsho,2001,Hot,Sorghum,170,19507
Matabeleland North,Tsholotsho,2001,Hot,Millet,358,22700
Matabeleland North,Tsholotsho,2001,Hot,Beans,311,21471
Matabeleland North,Tsholotsho,2001,Hot,Sweet potatoes,110,17162
Matabeleland North,Tsholotsho,2001,Hot,Watermelons,224,17144
Matabeleland North,Tsholotsho,2001,Hot,Tomatoes,238,7987
Matabeleland North,Tsholotsho,2001,Hot,Cabbage,365,4674
Matabeleland North,Tsholotsho,2001,Hot,Peppers,281,17379
Matabeleland North,Tsholotsho,2001,Hot,Okra,357,21109
Matabeleland North,Tsholotsho,2001,Hot,Cucumbers,419,15240
Matabeleland North,Tsholotsho,2001,Hot,Wheat,411,19196
Matabeleland North,Tsholotsho,2001,Hot,Barley,210,8833
Matabeleland North,Tsholotsho,2001,Hot,Oats,335,14063
Matabeleland North,Tsholotsho,2001,Hot,Rye,363,14897
Matabeleland North,Tsholotsho,2001,Hot,Mustard greens,30,23756
Matabeleland North,Tsholotsho,2001,Hot,Spinach,322,10563
Matabeleland North,Tsholotsho,2001,Hot,Kale,63,3127
Matabeleland North,Tsholotsho,2001,Hot,Carrots,290,6991
Matabeleland North,Tsholotsho,2001,Hot,Beets,366,14219
Matabeleland North,Tsholotsho,2001,Hot,Broccoli,23,3314
Matabeleland North,Tsholotsho,2001,Hot,Cauliflower,316,22197
Matabeleland North,Tsholotsho,2001,Hot,Cabbage,305,16382
Matabeleland North,Tsholotsho,2001,Hot,Onions,51,3675
Matabeleland North,Tsholotsho,2001,Hot,Garlic,45,22598
Matabeleland North,Tsholotsho,2001,Hot,Peas,238,20392
Matabeleland North,Tsholotsho,2001,Hot,Radishes,15,12276
Matabeleland North,Tsholotsho,2001,Hot,Kale,184,15414
Matabeleland North,Tsholotsho,2001,Hot,Spinach,359,18338
Matabeleland North,Tsholotsho,2001,Hot,Lettuce,470,24790
Matabeleland North,Tsholotsho,2001,Hot,Broccoli,221,13026
Matabeleland North,Tsholotsho,2001,Hot,Cauliflower,299,23196
Matabeleland North,Tsholotsho,2001,Hot,Cabbage,136,16816
Matabeleland North,Tsholotsho,2001,Hot,Carrots,5,18726
Matabeleland North,Tsholotsho,2001,Hot,Beets,221,3053
Matabeleland North,Tsholotsho,2001,Hot,Peas,157,2205
Matabeleland North,Tsholotsho,2001,Hot,Radishes,347,11195
Matabeleland North,Tsholotsho,2001,Hot,Sweet potatoes,304,23451
Matabeleland North,Tsholotsho,2001,Hot,Watermelons,277,4493
Matabeleland North,Tsholotsho,2001,Hot,Tomatoes,348,8388
Matabeleland North,Tsholotsho,2001,Hot,Peppers,202,7842
Matabeleland North,Tsholotsho,2001,Hot,Okra,125,19920
Matabeleland North,Tsholotsho,2001,Hot,Cucumbers,100,7607
Matabeleland North,Tsholotsho,2001,Hot,Eggplant,256,8655
Matabeleland North,Tsholotsho,2001,Hot,Pumpkins,81,19818
Matabeleland North,Tsholotsho,2001,Hot,Squash,360,13737
Matabeleland North,Tsholotsho,2001,Hot,Melons,320,14828
Matabeleland North,Tsholotsho,2001,Hot,Maize ,364,18409
Matabeleland North,Tsholotsho,2001,Hot,Soybeans,110,12990
Matabeleland North,Tsholotsho,2001,Hot,Groundnuts (Peanuts),63,13627
Matabeleland North,Tsholotsho,2001,Hot,Cowpeas,319,22968
Matabeleland North,Tsholotsho,2001,Hot,Sunflower,75,15525
Matabeleland North,Tsholotsho,2001,Hot,Sorghum,411,22697
Matabeleland North,Tsholotsho,2001,Hot,Millet,14,4773
Matabeleland North,Tsholotsho,2001,Hot,Beans,182,3152
Matabeleland North,Tsholotsho,2001,Hot,Sweet potatoes,98,19640
Matabeleland North,Tsholotsho,2001,Hot,Watermelons,453,13397
Matabeleland North,Tsholotsho,2001,Hot,Tomatoes,182,16500
Matabeleland North,Tsholotsho,2001,Hot,Cabbage,347,14531
Matabeleland North,Tsholotsho,2001,Hot,Peppers,197,24803
Matabeleland North,Tsholotsho,2001,Hot,Okra,236,12767
Matabeleland North,Tsholotsho,2001,Hot,Cucumbers,426,6229
Matabeleland North,Tsholotsho,2001,Hot,Wheat,55,6344
Matabeleland North,Tsholotsho,2001,Hot,Barley,325,9010
Matabeleland North,Tsholotsho,2001,Hot,Oats,427,9259
Matabeleland North,Tsholotsho,2001,Hot,Rye,455,12961
Matabeleland North,Tsholotsho,2001,Hot,Mustard greens,346,8041
Matabeleland North,Tsholotsho,2001,Hot,Spinach,199,1281
Matabeleland North,Tsholotsho,2001,Hot,Kale,169,19035
Matabeleland North,Tsholotsho,2001,Hot,Carrots,376,20096
Matabeleland North,Tsholotsho,2001,Hot,Beets,191,4007
Matabeleland North,Tsholotsho,2001,Hot,Broccoli,236,3955
Matabeleland North,Tsholotsho,2001,Hot,Cauliflower,418,15880
Matabeleland North,Tsholotsho,2001,Hot,Cabbage,339,1885
Matabeleland North,Tsholotsho,2001,Hot,Onions,176,23409
Matabeleland North,Tsholotsho,2001,Hot,Garlic,242,22733
Matabeleland North,Tsholotsho,2001,Hot,Peas,9,23826
Matabeleland North,Tsholotsho,2001,Hot,Radishes,340,7252
Matabeleland North,Tsholotsho,2001,Hot,Kale,376,11553
Matabeleland North,Tsholotsho,2001,Hot,Spinach,269,20310
Matabeleland North,Tsholotsho,2001,Hot,Lettuce,76,22728
Matabeleland North,Tsholotsho,2001,Hot,Broccoli,269,5830
Matabeleland North,Tsholotsho,2001,Hot,Cauliflower,355,11139
Matabeleland North,Tsholotsho,2001,Hot,Cabbage,163,12931
Matabeleland North,Tsholotsho,2001,Hot,Carrots,23,17155
Matabeleland North,Umguza,2001,Dry,Beets,258,11087
Matabeleland North,Umguza,2001,Dry,Peas,477,8013
Matabeleland North,Umguza,2001,Dry,Radishes,39,5823
Matabeleland North,Umguza,2001,Dry,Sweet potatoes,259,12639
Matabeleland North,Umguza,2001,Dry,Watermelons,171,2475
Matabeleland North,Umguza,2001,Dry,Tomatoes,55,18221
Matabeleland North,Umguza,2001,Dry,Peppers,210,16261
Matabeleland North,Umguza,2001,Dry,Okra,203,20552
Matabeleland North,Umguza,2001,Dry,Cucumbers,281,9114
Matabeleland North,Umguza,2001,Dry,Eggplant,1,6723
Matabeleland North,Umguza,2001,Dry,Pumpkins,416,22930
Matabeleland North,Umguza,2001,Dry,Squash,410,10516
Matabeleland North,Umguza,2001,Dry,Melons,321,16577
Matabeleland North,Umguza,2001,Dry,Maize ,299,6405
Matabeleland North,Umguza,2001,Dry,Soybeans,299,2767
Matabeleland North,Umguza,2001,Dry,Groundnuts (Peanuts),494,11678
Matabeleland North,Umguza,2001,Dry,Cowpeas,456,14240
Matabeleland North,Umguza,2001,Dry,Sunflower,452,12331
Matabeleland North,Umguza,2001,Dry,Sorghum,321,10110
Matabeleland North,Umguza,2001,Dry,Millet,448,18819
Matabeleland North,Umguza,2001,Dry,Beans,221,13890
Matabeleland North,Umguza,2001,Dry,Sweet potatoes,498,3438
Matabeleland North,Umguza,2001,Dry,Watermelons,149,23195
Matabeleland North,Umguza,2001,Dry,Tomatoes,397,17778
Matabeleland North,Umguza,2001,Dry,Cabbage,8,11064
Matabeleland North,Umguza,2001,Dry,Peppers,408,20743
Matabeleland North,Umguza,2001,Dry,Okra,331,20288
Matabeleland North,Umguza,2001,Dry,Cucumbers,430,13536
Matabeleland North,Umguza,2001,Dry,Wheat,66,5182
Matabeleland North,Umguza,2001,Dry,Barley,385,11672
Matabeleland North,Umguza,2001,Dry,Oats,311,23812
Matabeleland North,Umguza,2001,Dry,Rye,108,6886
Matabeleland North,Umguza,2001,Dry,Mustard greens,220,7539
Matabeleland North,Umguza,2001,Dry,Spinach,196,4548
Matabeleland North,Umguza,2001,Dry,Kale,279,14133
Matabeleland North,Umguza,2001,Dry,Carrots,448,24006
Matabeleland North,Umguza,2001,Dry,Beets,191,10564
Matabeleland North,Umguza,2001,Dry,Broccoli,403,24571
Matabeleland North,Umguza,2001,Dry,Cauliflower,332,12970
Matabeleland North,Umguza,2001,Dry,Cabbage,389,24139
Matabeleland North,Umguza,2001,Dry,Onions,179,24094
Matabeleland North,Umguza,2001,Dry,Garlic,94,13366
Matabeleland North,Umguza,2001,Dry,Peas,397,8546
Matabeleland North,Umguza,2001,Dry,Radishes,464,16747
Matabeleland North,Umguza,2001,Dry,Kale,215,4139
Matabeleland North,Umguza,2001,Dry,Spinach,196,8124
Matabeleland North,Umguza,2001,Dry,Lettuce,376,15913
Matabeleland North,Umguza,2001,Dry,Broccoli,216,17636
Matabeleland North,Umguza,2001,Dry,Cauliflower,206,1994
Matabeleland North,Umguza,2001,Dry,Cabbage,243,4220
Matabeleland North,Umguza,2001,Dry,Carrots,184,1034
Matabeleland North,Umguza,2001,Dry,Beets,405,22474
Matabeleland North,Umguza,2001,Dry,Peas,223,2840
Matabeleland North,Umguza,2001,Dry,Radishes,400,19168
Matabeleland North,Umguza,2001,Dry,Sweet potatoes,270,24336
Matabeleland North,Umguza,2001,Dry,Watermelons,476,23960
Matabeleland North,Umguza,2001,Dry,Tomatoes,413,13188
Matabeleland North,Umguza,2001,Dry,Peppers,302,4796
Matabeleland North,Umguza,2001,Dry,Okra,73,19996
Matabeleland North,Umguza,2001,Dry,Cucumbers,245,11669
Matabeleland North,Umguza,2001,Dry,Eggplant,227,6036
Matabeleland North,Umguza,2001,Dry,Pumpkins,8,23197
Matabeleland North,Umguza,2001,Dry,Squash,352,1115
Matabeleland North,Umguza,2001,Dry,Melons,188,2231
Matabeleland North,Umguza,2001,Dry,Maize ,455,1868
Matabeleland North,Umguza,2001,Dry,Soybeans,156,15953
Matabeleland North,Umguza,2001,Dry,Groundnuts (Peanuts),230,1971
Matabeleland North,Umguza,2001,Dry,Cowpeas,126,3073
Matabeleland North,Umguza,2001,Dry,Sunflower,407,19039
Matabeleland North,Umguza,2001,Dry,Sorghum,87,19792
Matabeleland North,Umguza,2001,Dry,Millet,492,24278
Matabeleland North,Umguza,2001,Dry,Beans,99,9044
Matabeleland North,Umguza,2001,Dry,Sweet potatoes,290,7720
Matabeleland North,Umguza,2001,Dry,Watermelons,264,17236
Matabeleland North,Umguza,2001,Dry,Tomatoes,206,14890
Matabeleland North,Umguza,2001,Dry,Cabbage,271,14772
Matabeleland North,Umguza,2001,Dry,Peppers,377,18101
Matabeleland North,Umguza,2001,Dry,Okra,408,16186
Matabeleland North,Umguza,2001,Dry,Cucumbers,111,7740
Matabeleland North,Umguza,2001,Rainy     ,Wheat,108,20145
Matabeleland North,Umguza,2001,Rainy     ,Barley,123,7707
Matabeleland North,Umguza,2001,Rainy     ,Oats,247,14648
Matabeleland North,Umguza,2001,Rainy     ,Rye,485,14139
Matabeleland North,Umguza,2001,Rainy     ,Mustard greens,371,8110
Matabeleland North,Umguza,2001,Rainy     ,Spinach,318,7933
Matabeleland North,Umguza,2001,Rainy     ,Kale,449,18886
Mashonaland East,Chikomba,2001,Rainy     ,Carrots,135,5866
Mashonaland East,Chikomba,2001,Rainy     ,Beets,386,14885
Mashonaland East,Chikomba,2001,Rainy     ,Broccoli,158,24677
Mashonaland East,Chikomba,2001,Rainy     ,Cauliflower,12,8391
Mashonaland East,Chikomba,2001,Rainy     ,Cabbage,143,24589
Mashonaland East,Chikomba,2001,Rainy     ,Onions,275,19870
Mashonaland East,Chikomba,2001,Rainy     ,Garlic,114,23473
Mashonaland East,Chikomba,2001,Rainy     ,Peas,400,23694
Mashonaland East,Chikomba,2001,Rainy     ,Radishes,440,14460
Mashonaland East,Chikomba,2001,Rainy     ,Kale,260,4348
Mashonaland East,Chikomba,2001,Rainy     ,Spinach,241,23893
Mashonaland East,Chikomba,2001,Rainy     ,Lettuce,23,24207
Mashonaland East,Chikomba,2001,Rainy     ,Broccoli,336,6368
Mashonaland East,Chikomba,2001,Rainy     ,Cauliflower,29,20511
Mashonaland East,Chikomba,2001,Rainy     ,Cabbage,66,22401
Mashonaland East,Chikomba,2001,Rainy     ,Carrots,361,23957
Mashonaland East,Chikomba,2001,Rainy     ,Beets,157,13518
Mashonaland East,Chikomba,2001,Rainy     ,Peas,10,4719
Mashonaland East,Chikomba,2001,Rainy     ,Radishes,281,11844
Mashonaland East,Chikomba,2001,Rainy     ,Sweet potatoes,177,13021
Mashonaland East,Chikomba,2001,Rainy     ,Watermelons,298,481
Mashonaland East,Chikomba,2001,Rainy     ,Tomatoes,329,2410
Mashonaland East,Chikomba,2001,Rainy     ,Peppers,182,5321
Mashonaland East,Chikomba,2001,Rainy     ,Okra,487,2673
Mashonaland East,Chikomba,2001,Dry,Cucumbers,495,15573
Mashonaland East,Chikomba,2001,Dry,Eggplant,13,998
Mashonaland East,Chikomba,2001,Dry,Pumpkins,162,806
Mashonaland East,Chikomba,2001,Dry,Squash,264,11705
Mashonaland East,Chikomba,2001,Dry,Melons,208,21792
Mashonaland East,Chikomba,2001,Dry,Maize ,299,5437
Mashonaland East,Chikomba,2001,Dry,Soybeans,266,7934
Mashonaland East,Chikomba,2001,Dry,Groundnuts (Peanuts),266,17394
Mashonaland East,Chikomba,2001,Dry,Cowpeas,191,21707
Mashonaland East,Chikomba,2001,Dry,Sunflower,320,10025
Mashonaland East,Chikomba,2001,Dry,Sorghum,410,1451
Mashonaland East,Chikomba,2001,Dry,Millet,399,10812
Mashonaland East,Chikomba,2001,Dry,Beans,489,19845
Mashonaland East,Chikomba,2001,Dry,Sweet potatoes,233,2070
Mashonaland East,Chikomba,2001,Dry,Watermelons,499,22161
Mashonaland East,Chikomba,2001,Dry,Tomatoes,339,23935
Mashonaland East,Chikomba,2001,Dry,Cabbage,246,15679
Mashonaland East,Chikomba,2001,Dry,Peppers,480,623
Mashonaland East,Chikomba,2001,Dry,Okra,384,7269
Mashonaland East,Chikomba,2001,Dry,Cucumbers,309,14657
Mashonaland East,Chikomba,2001,Dry,Wheat,380,7025
Mashonaland East,Chikomba,2001,Dry,Barley,431,22037
Mashonaland East,Chikomba,2001,Dry,Oats,381,2227
Mashonaland East,Chikomba,2001,Dry,Rye,174,1854
Mashonaland East,Chikomba,2001,Dry,Mustard greens,181,9525
Mashonaland East,Chikomba,2001,Dry,Spinach,85,10029
Mashonaland East,Chikomba,2001,Dry,Kale,208,3688
Mashonaland East,Chikomba,2001,Dry,Carrots,279,21089
Mashonaland East,Chikomba,2001,Dry,Beets,399,6782
Mashonaland East,Chikomba,2001,Dry,Broccoli,465,6905
Mashonaland East,Chikomba,2001,Dry,Cauliflower,306,23012
Mashonaland East,Chikomba,2001,Dry,Cabbage,431,6435
Mashonaland East,Chikomba,2001,Dry,Onions,303,10277
Mashonaland East,Chikomba,2001,Dry,Garlic,376,14528
Mashonaland East,Chikomba,2001,Dry,Peas,210,11896
Mashonaland East,Chikomba,2001,Dry,Radishes,346,16956
Mashonaland East,Chikomba,2001,Dry,Kale,322,9308
Mashonaland East,Chikomba,2001,Dry,Spinach,136,17766
Mashonaland East,Chikomba,2001,Dry,Lettuce,75,4219
Mashonaland East,Chikomba,2001,Dry,Broccoli,474,14945
Mashonaland East,Chikomba,2001,Dry,Cauliflower,1,8263
Mashonaland East,Chikomba,2001,Dry,Cabbage,378,6707
Mashonaland East,Chikomba,2001,Dry,Carrots,217,15671
Mashonaland East,Chikomba,2001,Dry,Beets,458,8646
Mashonaland East,Chikomba,2001,Dry,Peas,89,18236
Mashonaland East,Chikomba,2001,Dry,Radishes,37,21301
Mashonaland East,Chikomba,2001,Dry,Sweet potatoes,2,12031
Mashonaland East,Chikomba,2001,Dry,Watermelons,181,24309
Mashonaland East,Chikomba,2001,Dry,Tomatoes,167,14069
Mashonaland East,Goromonzi,2001,Dry,Peppers,412,22859
Mashonaland East,Goromonzi,2001,Dry,Okra,172,13280
Mashonaland East,Goromonzi,2001,Dry,Cucumbers,327,19151
Mashonaland East,Goromonzi,2001,Dry,Eggplant,95,14845
Mashonaland East,Goromonzi,2001,Dry,Pumpkins,343,23933
Mashonaland East,Goromonzi,2001,Dry,Squash,30,19684
Mashonaland East,Goromonzi,2001,Dry,Melons,314,8199
Mashonaland East,Goromonzi,2001,Dry,Maize ,493,16494
Mashonaland East,Goromonzi,2001,Dry,Soybeans,39,21838
Mashonaland East,Goromonzi,2001,Dry,Groundnuts (Peanuts),438,9798
Mashonaland East,Goromonzi,2001,Dry,Cowpeas,50,6538
Mashonaland East,Goromonzi,2001,Dry,Sunflower,105,3588
Mashonaland East,Goromonzi,2001,Dry,Sorghum,73,9507
Mashonaland East,Goromonzi,2001,Dry,Millet,490,14077
Mashonaland East,Goromonzi,2001,Dry,Beans,462,24073
Mashonaland East,Goromonzi,2001,Dry,Sweet potatoes,50,21270
Mashonaland East,Goromonzi,2001,Dry,Watermelons,375,4190
Mashonaland East,Goromonzi,2001,Dry,Tomatoes,408,24106
Mashonaland East,Goromonzi,2001,Dry,Cabbage,450,11670
Mashonaland East,Goromonzi,2001,Dry,Peppers,375,11161
Mashonaland East,Goromonzi,2001,Dry,Okra,86,10593
Mashonaland East,Goromonzi,2001,Dry,Cucumbers,88,16038
Mashonaland East,Goromonzi,2001,Dry,Wheat,160,16689
Mashonaland East,Goromonzi,2001,Dry,Barley,90,2704
Mashonaland East,Goromonzi,2001,Dry,Oats,153,17530
Mashonaland East,Goromonzi,2001,Dry,Rye,284,12996
Mashonaland East,Goromonzi,2001,Dry,Mustard greens,337,12522
Mashonaland East,Goromonzi,2001,Dry,Spinach,101,9885
Mashonaland East,Goromonzi,2001,Dry,Kale,92,534
Mashonaland East,Goromonzi,2001,Dry,Carrots,153,1024
Mashonaland East,Goromonzi,2001,Dry,Beets,468,16967
Mashonaland East,Goromonzi,2001,Dry,Broccoli,180,19690
Mashonaland East,Goromonzi,2001,Dry,Cauliflower,49,10588
Mashonaland East,Goromonzi,2001,Dry,Cabbage,469,15612
Mashonaland East,Goromonzi,2001,Dry,Onions,255,8916
Mashonaland East,Goromonzi,2001,Dry,Garlic,456,5961
Mashonaland East,Goromonzi,2001,Dry,Peas,179,8318
Mashonaland East,Goromonzi,2001,Dry,Radishes,23,21200
Mashonaland East,Goromonzi,2001,Dry,Kale,435,7531
Mashonaland East,Goromonzi,2001,Dry,Spinach,249,21212
Mashonaland East,Goromonzi,2001,Dry,Lettuce,162,4602
Mashonaland East,Goromonzi,2001,Dry,Broccoli,284,6751
Mashonaland East,Goromonzi,2001,Dry,Cauliflower,363,1026
Mashonaland East,Goromonzi,2001,Dry,Cabbage,191,17898
Mashonaland East,Goromonzi,2001,Dry,Carrots,295,8127
Mashonaland East,Goromonzi,2001,Dry,Beets,435,19799
Mashonaland East,Goromonzi,2001,Dry,Peas,252,23061
Mashonaland East,Goromonzi,2001,Dry,Radishes,321,7482
Mashonaland East,Goromonzi,2001,Dry,Sweet potatoes,74,942
Mashonaland East,Goromonzi,2001,Dry,Watermelons,21,24332
Mashonaland East,Goromonzi,2001,Dry,Tomatoes,314,2076
Mashonaland East,Goromonzi,2001,Dry,Peppers,21,2902
Mashonaland East,Goromonzi,2001,Dry,Okra,209,24459
Mashonaland East,Goromonzi,2001,Dry,Cucumbers,374,22063
Mashonaland East,Goromonzi,2001,Dry,Eggplant,198,6907
Mashonaland East,Goromonzi,2001,Dry,Pumpkins,96,6435
Mashonaland East,Goromonzi,2001,Dry,Squash,88,4358
Mashonaland East,Goromonzi,2001,Dry,Melons,330,4680
Mashonaland East,Goromonzi,2001,Dry,Maize ,121,6212
Mashonaland East,Goromonzi,2001,Dry,Soybeans,361,22175
Mashonaland East,Goromonzi,2001,Dry,Groundnuts (Peanuts),454,23477
Mashonaland East,Goromonzi,2001,Dry,Cowpeas,72,17450
Mashonaland East,Goromonzi,2001,Dry,Sunflower,155,21507
Mashonaland East,Goromonzi,2001,Dry,Sorghum,208,17406
Mashonaland East,Goromonzi,2001,Dry,Millet,278,10513
Mashonaland East,Goromonzi,2001,Dry,Beans,157,14114
Mashonaland East,Goromonzi,2001,Dry,Sweet potatoes,392,9160
Mashonaland East,Goromonzi,2001,Dry,Watermelons,49,14823
Mashonaland East,Hwedza (Wedza),2001,Dry,Tomatoes,477,2250
Mashonaland East,Hwedza (Wedza),2001,Dry,Cabbage,491,17560
Mashonaland East,Hwedza (Wedza),2001,Dry,Peppers,257,11992
Mashonaland East,Hwedza (Wedza),2001,Dry,Okra,158,17610
Mashonaland East,Hwedza (Wedza),2001,Dry,Cucumbers,272,17625
Mashonaland East,Hwedza (Wedza),2001,Dry,Wheat,367,14211
Mashonaland East,Hwedza (Wedza),2001,Dry,Barley,406,18050
Mashonaland East,Hwedza (Wedza),2001,Dry,Oats,146,2143
Mashonaland East,Hwedza (Wedza),2001,Dry,Rye,179,17257
Mashonaland East,Hwedza (Wedza),2001,Dry,Mustard greens,470,7929
Mashonaland East,Hwedza (Wedza),2001,Dry,Spinach,152,7820
Mashonaland East,Hwedza (Wedza),2001,Dry,Kale,405,21196
Mashonaland East,Hwedza (Wedza),2001,Dry,Carrots,301,2408
Mashonaland East,Hwedza (Wedza),2001,Dry,Beets,253,3135
Mashonaland East,Hwedza (Wedza),2001,Dry,Broccoli,494,18754
Mashonaland East,Hwedza (Wedza),2001,Dry,Cauliflower,364,16845
Mashonaland East,Hwedza (Wedza),2001,Dry,Cabbage,97,18756
Mashonaland East,Hwedza (Wedza),2001,Dry,Onions,407,10586
Mashonaland East,Hwedza (Wedza),2001,Dry,Garlic,88,18476
Mashonaland East,Hwedza (Wedza),2001,Dry,Peas,46,2329
Mashonaland East,Hwedza (Wedza),2001,Dry,Radishes,43,4470
Mashonaland East,Hwedza (Wedza),2001,Dry,Kale,139,16695
Mashonaland East,Hwedza (Wedza),2001,Dry,Spinach,223,13826
Mashonaland East,Hwedza (Wedza),2001,Dry,Lettuce,45,9153
Mashonaland East,Hwedza (Wedza),2001,Dry,Broccoli,234,12630
Mashonaland East,Hwedza (Wedza),2001,Dry,Cauliflower,47,21402
Mashonaland East,Hwedza (Wedza),2001,Dry,Cabbage,1,12122
Mashonaland East,Hwedza (Wedza),2001,Dry,Carrots,339,7311
Mashonaland East,Hwedza (Wedza),2001,Dry,Beets,245,6568
Mashonaland East,Hwedza (Wedza),2001,Dry,Peas,158,705
Mashonaland East,Hwedza (Wedza),2001,Dry,Radishes,149,651
Mashonaland East,Hwedza (Wedza),2001,Dry,Sweet potatoes,411,19889
Mashonaland East,Hwedza (Wedza),2001,Dry,Watermelons,171,20829
Mashonaland East,Hwedza (Wedza),2001,Dry,Tomatoes,464,10768
Mashonaland East,Hwedza (Wedza),2001,Dry,Peppers,459,16915
Mashonaland East,Hwedza (Wedza),2001,Dry,Okra,172,1938
Mashonaland East,Hwedza (Wedza),2001,Dry,Cucumbers,64,1099
Mashonaland East,Hwedza (Wedza),2001,Dry,Eggplant,216,17202
Mashonaland East,Hwedza (Wedza),2001,Dry,Pumpkins,303,9051
Mashonaland East,Hwedza (Wedza),2001,Dry,Squash,238,19225
Mashonaland East,Hwedza (Wedza),2001,Dry,Melons,362,11326
Mashonaland East,Hwedza (Wedza),2001,Dry,Maize ,282,10741
Mashonaland East,Hwedza (Wedza),2001,Dry,Soybeans,353,11697
Mashonaland East,Hwedza (Wedza),2001,Dry,Groundnuts (Peanuts),386,4164
Mashonaland East,Marondera,2001,Dry,Cowpeas,177,23795
Mashonaland East,Marondera,2001,Dry,Sunflower,498,9035
Mashonaland East,Marondera,2001,Dry,Sorghum,57,10299
Mashonaland East,Marondera,2001,Dry,Millet,68,2678
Mashonaland East,Marondera,2001,Dry,Beans,213,19467
Mashonaland East,Marondera,2001,Dry,Sweet potatoes,334,10692
Mashonaland East,Marondera,2001,Dry,Watermelons,128,7708
Mashonaland East,Marondera,2001,Dry,Tomatoes,65,12889
Mashonaland East,Marondera,2001,Dry,Cabbage,497,7621
Mashonaland East,Marondera,2001,Dry,Peppers,481,1656
Mashonaland East,Marondera,2001,Dry,Okra,328,9422
Mashonaland East,Marondera,2001,Dry,Cucumbers,159,4378
Mashonaland East,Marondera,2001,Dry,Wheat,315,3177
Mashonaland East,Marondera,2001,Dry,Barley,128,3793
Mashonaland East,Marondera,2001,Dry,Oats,69,20557
Mashonaland East,Marondera,2001,Dry,Rye,349,14131
Mashonaland East,Marondera,2001,Dry,Mustard greens,231,5282
Mashonaland East,Marondera,2001,Dry,Spinach,99,20621
Mashonaland East,Marondera,2001,Dry,Kale,107,15626
Mashonaland East,Marondera,2001,Dry,Carrots,376,2219
Mashonaland East,Marondera,2001,Dry,Beets,109,17800
Mashonaland East,Marondera,2001,Dry,Broccoli,162,2579
Mashonaland East,Marondera,2001,Dry,Cauliflower,164,18584
